Name,Price,Rating,Release,Follows,Online,Peak,Genre
WizardPunk,$9.99,74.53%,Nov 2023,266,0,2,3D-Fighter
Fast & Blast,Free,74.53%,Oct 2023,57,0,3,3D-Fighter
Retroninjacyberassassin,Free,74.51%,Apr 2021,119,0,2,3D-Fighter
WHO'S WHO 2.0,Free,74.46%,Mar 2025,700,4,472,3D-Fighter
Maneuver,Free,74.41%,Jan 2024,116,0,5,3D-Fighter
Taekwondo Grand Prix,$11.99,74.28%,Oct 2018,"1,273",1,23,3D-Fighter
The Memological Dungeon,$0.99,74.20%,Jun 2025,"2,158",0,3,3D-Fighter
Backyard Beans,$4.99,74.20%,Aug 2024,354,0,22,3D-Fighter
煉獄紅葉 Momiji From Purgatory,$3.99,74.19%,Jun 2021,128,0,2,3D-Fighter
Vayan,$11.99,74.19%,Nov 2022,90,0,9,3D-Fighter
Trash Pandamonium,Free,74.19%,May 2024,53,0,4,3D-Fighter
Bullion - The Curse of the Cut-Throat Cattle,$17.99,74.19%,Feb 2024,50,0,4,3D-Fighter
Genki Break!,$4.99,74.19%,Jul 2025,30,0,4,3D-Fighter
Bloodthirsty Sword,$2.99,74.19%,Nov 2025,22,0,2,3D-Fighter
Chubby Bear Smash,$7.99,74.19%,Jun 2021,22,0,4,3D-Fighter
Boat Racer,Free,74.19%,Feb 2025,21,0,2,3D-Fighter
Firepower Forge,$6.99,74.19%,Jul 2024,12,0,6,3D-Fighter
Save daddy trump 2: The Final Triumph,$1.99,74.03%,Jan 2021,174,0,6,3D-Fighter
Magi: Mind Game,Free,74.03%,May 2022,130,0,34,3D-Fighter
Lawnmower Game Racing 2: Drunken,$1.99,74.03%,Oct 2024,43,0,3,3D-Fighter
SUPER DRINK BROS.,Free,74.00%,Nov 2020,"1,284",0,108,3D-Fighter
Mineral Madness,$7.99,74.00%,Nov 2025,130,0,19,3D-Fighter
Winnie The Pooh: The Serial Killer,$3.99,74.00%,Feb 2023,52,0,2,3D-Fighter
Fisticubes - One Button Boxing!,Free,74.00%,Jul 2021,47,0,4,3D-Fighter
Weaponry (Experimental),Free,74.00%,Jul 2024,38,0,6,3D-Fighter
CRACKED DemoDemo,Free,74.00%,Aug 2025,—,0,17,3D-Fighter
Daenerys Miracle,$0.99,73.93%,Apr 2021,146,0,2,3D-Fighter
ROOM FOOTBALL - Royale Lands,$59.99,73.89%,Mar 2025,28,0,2,3D-Fighter
Drone Wars,Free,73.87%,Dec 2019,424,0,53,3D-Fighter
Stream Arenas,Free,73.87%,Sep 2020,265,0,15,3D-Fighter
Galaxy on Fire 2™ Full HD,$7.99,73.78%,Aug 2012,"10,813",5,605,3D-Fighter
Override: Mech City Brawl,—,73.67%,Dec 2018,"7,945",0,159,3D-Fighter
Supreme Fighters,Free,73.63%,Feb 2024,225,0,8,3D-Fighter
Mighty Fight Federation,$29.99,73.62%,Mar 2021,898,0,18,3D-Fighter
DEAD OR ALIVE 6,$8.99,73.58%,Mar 2019,"70,138",86,"2,107",3D-Fighter
Retro Combat,Free,73.53%,Oct 2023,159,0,14,3D-Fighter
WWE 2K24,$59.99,73.38%,Mar 2024,"13,596",183,"8,789",3D-Fighter
Take the Throne,Free,73.37%,Apr 2022,428,0,153,3D-Fighter
Microsoft Allegiance,Free,73.35%,Sep 2017,"1,622",1,105,3D-Fighter
Haloo,$2.99,73.26%,Dec 2024,273,0,4,3D-Fighter
Disaster Island,$4.99,73.26%,Dec 2023,108,0,8,3D-Fighter
Kombo King,$0.99,73.26%,Oct 2020,37,0,2,3D-Fighter
Serpent Showdown,$4.99,73.26%,May 2021,36,0,2,3D-Fighter
ball heroes,$9.99,73.26%,Nov 2021,29,0,2,3D-Fighter
Eight Winds,Free,73.26%,Nov 2023,28,0,3,3D-Fighter
2Deez,$6.50,73.26%,Jul 2025,23,0,3,3D-Fighter
Jujutsu Kaisen Cursed Clash - Anime Ending Theme 1 Outfit SetDLC,$9.99,73.26%,May 2024,—,—,—,3D-Fighter
Schwarzerblitz - Cat-astrophe Costume PackDLC,Free,73.26%,Jan 2021,—,—,—,3D-Fighter
FolcDark,$2.99,73.20%,Jul 2023,92,0,2,3D-Fighter
Dungeon Brawlers,Free,73.19%,Jul 2021,116,0,4,3D-Fighter
Broombot Battlegrounds,$14.99,73.19%,Feb 2023,67,0,5,3D-Fighter
King of Hell,Free,73.19%,May 2024,47,0,7,3D-Fighter
Archaeology - Grass Kingdom,$199.99,73.19%,Mar 2025,22,0,2,3D-Fighter
Sacrifice Your Friends,$14.99,72.86%,Oct 2022,915,0,13,3D-Fighter
Signal,Free,72.86%,Feb 2025,133,0,4,3D-Fighter
Soulsland 3: Spider Invasion,$0.99,72.86%,Jul 2023,45,0,3,3D-Fighter
Fight Angel Special Edition,$19.99,72.83%,Dec 2019,"19,947",3,218,3D-Fighter
Crystal Blast VR,$4.99,72.76%,Apr 2023,72,0,3,3D-Fighter
