Name,Price,Rating,Release,Follows,Online,Peak,Genre
qop 2,$1.99,88.17%,Dec 2017,488,0,"1,272",Turn-Based-Strategy
VenusBlood FRONTIER International,$39.99,88.11%,Feb 2020,"8,726",1,757,Turn-Based-Strategy
Fights in Tight Spaces (Prologue),Free,88.07%,Dec 2020,"2,572",0,232,Turn-Based-Strategy
Alina of the Arena,$14.99,88.06%,Oct 2022,"15,735",10,"1,636",Turn-Based-Strategy
Circadian Dice,$5.99,88.00%,Jul 2022,"1,651",3,360,Turn-Based-Strategy
Dicewood DemoDemo,Free,88.00%,May 2025,—,3,162,Turn-Based-Strategy
Digimon Story Cyber Sleuth: Complete Edition,$4.99,87.99%,Oct 2019,"38,476","1,263","3,429",Turn-Based-Strategy
Curious Expedition,$14.99,87.97%,Sep 2016,"39,041",8,"1,038",Turn-Based-Strategy
LuckLand,$8.99,87.97%,Aug 2023,441,2,104,Turn-Based-Strategy
Slaughter Horse 2,$5.99,87.92%,Dec 2022,536,3,38,Turn-Based-Strategy
Panzer Corps Gold,$29.99,87.89%,Jul 2011,"13,497",313,"1,056",Turn-Based-Strategy
Card Hog,$5.99,87.89%,Dec 2023,"1,763",0,34,Turn-Based-Strategy
Divinity: Original Sin - Enhanced Edition,$39.99,87.87%,Oct 2015,"134,223",613,"7,565",Turn-Based-Strategy
Templar Battleforce,$2.99,87.87%,Sep 2015,"11,856",2,106,Turn-Based-Strategy
Merge Maestro,$2.79,87.83%,Jun 2025,398,20,452,Turn-Based-Strategy
Valkyria Chronicles™,$4.99,87.82%,Nov 2014,"72,172",73,"5,039",Turn-Based-Strategy
The Hundred Line -Last Defense Academy- Demo Ver.Demo,Free,87.82%,Feb 2025,—,3,"1,407",Turn-Based-Strategy
Esports Godfather,$19.99,87.79%,May 2024,"8,867",198,"5,183",Turn-Based-Strategy
Die in the Dungeon,$14.99,87.78%,Feb 2025,"14,281",101,"2,848",Turn-Based-Strategy
Caravaneer 2,$5.99,87.78%,Dec 2014,"2,206",19,71,Turn-Based-Strategy
Golden Krone Hotel,$9.99,87.76%,Oct 2017,"1,614",2,50,Turn-Based-Strategy
Renowned Explorers: International Society,$4.99,87.73%,Sep 2015,"26,816",8,915,Turn-Based-Strategy
Yes My Lord,$14.99,87.73%,Sep 2022,"1,685",0,73,Turn-Based-Strategy
Abalon: Roguelike Tactics CCG,$29.99,87.72%,May 2023,"3,572",7,153,Turn-Based-Strategy
The Last Spell: Prologue,—,87.67%,Oct 2020,"1,873",0,127,Turn-Based-Strategy
Roulette Hero,$9.99,87.65%,Oct 2025,"1,069",25,568,Turn-Based-Strategy
Die For The Lich - DemoDemo,Free,87.65%,Jul 2025,—,3,112,Turn-Based-Strategy
Spellmasons,$19.99,87.62%,Jan 2023,"4,844",57,"1,211",Turn-Based-Strategy
Demonschool,$22.49,87.59%,Nov 2025,"11,698",248,449,Turn-Based-Strategy
Barrel Roll,$4.99,87.59%,Oct 2025,756,3,69,Turn-Based-Strategy
The Conquest of Go,$14.99,87.57%,Dec 2020,"3,152",1,91,Turn-Based-Strategy
Dark Deity 2,$17.49,87.55%,Mar 2025,"15,047",65,"1,594",Turn-Based-Strategy
Sagrada,$9.99,87.55%,Mar 2020,"1,165",9,89,Turn-Based-Strategy
Break Wolf,$11.99,87.53%,Mar 2025,511,2,17,Turn-Based-Strategy
挂机手游模拟器,$2.99,87.52%,Jul 2025,982,575,"1,664",Turn-Based-Strategy
Solar Settlers,$9.99,87.51%,Jul 2017,"1,632",2,30,Turn-Based-Strategy
Sunderfolk,$49.99,87.50%,Apr 2025,"20,618",91,890,Turn-Based-Strategy
LONESTAR,$12.99,87.48%,Apr 2025,"10,772",28,"1,563",Turn-Based-Strategy
Cell Command,$16.78,87.46%,Jun 2025,484,2,40,Turn-Based-Strategy
Rise Of Titans,Free,87.45%,Jul 2018,524,0,21,Turn-Based-Strategy
Esoteric Ebb DemoDemo,Free,87.42%,Dec 2023,—,9,94,Turn-Based-Strategy
勇者与亡灵之都,$6.99,87.40%,Jul 2024,473,2,154,Turn-Based-Strategy
Predynastic Egypt,$2.49,87.39%,Oct 2016,"12,038",10,295,Turn-Based-Strategy
FINAL FANTASY TACTICS - The Ivalice Chronicles,$49.99,87.38%,Sep 2025,"40,903",935,"21,010",Turn-Based-Strategy
"Monster Girl 1,000",$17.99,87.38%,Apr 2023,"6,477",38,416,Turn-Based-Strategy
King's Bounty: The Legend,$6.99,87.35%,Sep 2008,"7,160",135,862,Turn-Based-Strategy
Dungeon Inn,$12.99,87.33%,Nov 2024,"3,461",1,274,Turn-Based-Strategy
Heroes of the Three Kingdoms,$0.99,87.33%,Nov 2020,"1,541",54,"1,582",Turn-Based-Strategy
Preserve,$12.49,87.30%,May 2025,"7,465",13,336,Turn-Based-Strategy
Kriegsfront Tactics - Prologue,Free,87.29%,Jul 2024,"2,259",0,62,Turn-Based-Strategy
Jagged Alliance 3,$44.99,87.23%,Jul 2023,"63,500",589,"25,366",Turn-Based-Strategy
Maliki : Poison Of The Past,$29.99,87.21%,Apr 2025,"2,788",1,90,Turn-Based-Strategy
Skald: Against the Black Priory - the Prologue,—,87.21%,Jun 2021,"1,326",0,22,Turn-Based-Strategy
King's Bounty: Crossworlds,$14.99,87.19%,Sep 2010,"3,283",112,404,Turn-Based-Strategy
Pyrene,$14.99,87.18%,Sep 2024,"3,313",10,660,Turn-Based-Strategy
The Nameless: Slay Dragon,$14.39,87.17%,Sep 2024,"9,876",19,"1,433",Turn-Based-Strategy
Death Howl DemoDemo,Free,87.15%,Jan 2025,—,8,229,Turn-Based-Strategy
Bakahazard 3,$6.99,87.14%,Oct 2025,76,0,111,Turn-Based-Strategy
Crop Rotation,$9.99,87.13%,Sep 2023,"2,073",4,256,Turn-Based-Strategy
Socialism Simulator,$3.99,87.10%,Sep 2022,735,0,17,Turn-Based-Strategy
Touhou Rinrinki ~ Crafts of the Lucky Beast (Demo)Demo,Free,87.10%,Jul 2025,—,0,34,Turn-Based-Strategy
Shadows of Forbidden Gods,$19.99,87.09%,Jul 2023,"9,306",14,502,Turn-Based-Strategy
Fights in Tight Spaces,$24.99,87.06%,Dec 2021,"21,286",95,"1,469",Turn-Based-Strategy
Koi-Koi Japan [Hanafuda playing cards],$9.99,87.04%,Apr 2015,"2,880",3,182,Turn-Based-Strategy
Miscrits: World of Creatures,Free,87.04%,May 2025,"2,494",896,"1,804",Turn-Based-Strategy
Gensokyo Odyssey,$4.99,87.04%,Apr 2024,609,0,31,Turn-Based-Strategy
My Card Is Better Than Your Card!,$14.99,87.03%,Oct 2025,"4,188",96,420,Turn-Based-Strategy
Through the Ages,$15.99,87.02%,Mar 2018,"11,829",121,747,Turn-Based-Strategy
CardVenture:JustAHead！DemoDemo,Free,87.00%,Jun 2025,—,0,135,Turn-Based-Strategy
Disgaea 2 PC,$19.99,86.94%,Jan 2017,"18,701",34,918,Turn-Based-Strategy
Consume Me,$14.99,86.94%,Sep 2025,"2,636",11,145,Turn-Based-Strategy
SUPER ROBOT WARS V,—,86.93%,Oct 2019,"6,695",21,"1,322",Turn-Based-Strategy
Geneforge 1 - Mutagen,$9.26,86.92%,Feb 2021,"4,873",6,382,Turn-Based-Strategy
Root,$14.99,86.90%,Sep 2020,"27,272",150,599,Turn-Based-Strategy
Robolife-Days with Aino,$14.99,86.85%,Jun 2021,"24,299",2,543,Turn-Based-Strategy
LAST EMBRYO -EITHER OF BRAVE TO STORY-,$12.99,86.83%,Nov 2020,"3,718",0,74,Turn-Based-Strategy
Sushi Cat Legacy Collection,$4.99,86.83%,Nov 2025,239,7,61,Turn-Based-Strategy
The Banner Saga,$24.99,86.80%,Jan 2014,"35,431",30,"4,476",Turn-Based-Strategy
Dungeon Deathball,$11.99,86.79%,Oct 2021,"1,238",1,43,Turn-Based-Strategy
Ostalgie: The Berlin Wall,$5.99,86.78%,Mar 2018,"2,708",4,"2,548",Turn-Based-Strategy
Sid Meier's Civilization® III Complete,$4.99,86.76%,Oct 2001,"9,565","1,734","4,600",Turn-Based-Strategy
China: Mao's legacy,$6.99,86.74%,May 2019,"5,030",3,"2,225",Turn-Based-Strategy
NEO Scavenger,$14.99,86.73%,Dec 2014,"33,157",25,531,Turn-Based-Strategy
Legend of Heroes: Three Kingdoms,$15.99,86.69%,Mar 2025,"30,968",559,"19,153",Turn-Based-Strategy
Lewd Gym,$9.99,86.69%,Nov 2023,"11,122",4,412,Turn-Based-Strategy
Colorful Colore,$2.99,86.69%,Oct 2020,234,0,13,Turn-Based-Strategy
Shadowrun: Dragonfall - Director's Cut,$14.99,86.62%,Sep 2014,"35,442",20,"2,703",Turn-Based-Strategy
Soccer Kids Alpha,Free,86.61%,Jun 2023,"1,157",0,44,Turn-Based-Strategy
RoGlass,$9.99,86.61%,Sep 2024,258,0,44,Turn-Based-Strategy
封神榜2023,$12.99,86.61%,Sep 2023,235,0,25,Turn-Based-Strategy
Legend Creatures(传奇生物),$4.99,86.60%,Mar 2020,"7,433",5,"2,105",Turn-Based-Strategy
Six Ages 2: Lights Going Out,$24.99,86.59%,Aug 2023,"4,253",0,64,Turn-Based-Strategy
TROUBLESHOOTER: Abandoned Children - Digital Art BookDLC,$9.99,86.55%,Jun 2020,—,—,—,Turn-Based-Strategy
Three Kingdoms: The Blood Moon,$8.99,86.54%,Apr 2025,"2,035",10,630,Turn-Based-Strategy
For The King,$19.99,86.50%,Apr 2018,"137,747",608,"9,993",Turn-Based-Strategy
Wartales,$34.99,86.48%,Apr 2023,"205,180","3,156","35,879",Turn-Based-Strategy
Trizon,$8.99,86.46%,May 2025,"2,225",4,995,Turn-Based-Strategy
Let's! Revolution!,$19.99,86.45%,Jul 2023,"1,683",1,134,Turn-Based-Strategy
The Three Kingdoms: The Tales of Jian An,$17.99,86.43%,Jul 2025,"2,257",16,323,Turn-Based-Strategy
King's Bounty: Armored Princess,$9.99,86.42%,Nov 2009,"4,676",59,401,Turn-Based-Strategy
Dungeon Clawler,$6.99,86.40%,Nov 2024,"14,061",189,"2,790",Turn-Based-Strategy
Esports Godfather Hero Expansion PackDLC,$5.99,86.38%,Jan 2025,—,—,—,Turn-Based-Strategy
The Banner Saga 2,$24.99,86.37%,Apr 2016,"45,277",17,"1,924",Turn-Based-Strategy
Toribash,Free,86.35%,Mar 2006,"18,787",58,"2,724",Turn-Based-Strategy
Ultimate General: Civil War,$29.99,86.32%,Jul 2017,"63,364",464,"1,678",Turn-Based-Strategy
Demigoddess!,$6.99,86.31%,Jul 2025,417,1,72,Turn-Based-Strategy
Meet me at NooN,$9.99,86.31%,Jun 2022,358,0,13,Turn-Based-Strategy
Scythe: Digital Edition,$19.99,86.30%,Sep 2018,"28,906",61,"1,237",Turn-Based-Strategy
Hidden Realm of the Enchantress,$6.99,86.30%,Feb 2025,"2,396",7,139,Turn-Based-Strategy
西游记2021,$6.49,86.28%,Oct 2021,506,0,23,Turn-Based-Strategy
"Football, Tactics & Glory: Football StarsDLC",$14.99,86.28%,Nov 2020,—,—,—,Turn-Based-Strategy
The Secret of Varonis,$13.99,86.26%,Mar 2024,412,0,17,Turn-Based-Strategy
1 Bit Survivor,$3.99,86.26%,Aug 2023,407,0,9,Turn-Based-Strategy
封神榜2022,$4.99,86.25%,Jan 2022,588,0,119,Turn-Based-Strategy
Shadowrun Returns,$14.99,86.24%,Jul 2013,"24,310",25,"24,329",Turn-Based-Strategy
Cradle of Nightmare : Flowers to you,$6.99,86.24%,Feb 2025,"1,459",0,285,Turn-Based-Strategy
Battle Brothers,$29.99,86.21%,Mar 2017,"81,133","1,430","8,060",Turn-Based-Strategy
Dead Grid,$12.99,86.20%,Mar 2022,"2,051",3,194,Turn-Based-Strategy
Endless RPG - Untold Tales,$19.99,86.20%,Aug 2025,581,0,20,Turn-Based-Strategy
Dominions 6 - Rise of the Pantokrator,$44.99,86.19%,Jan 2024,"12,303",287,"1,881",Turn-Based-Strategy
Rift Wizard 2,$9.99,86.18%,Feb 2025,"3,869",35,306,Turn-Based-Strategy
Racingmaybe,$9.99,86.18%,Jan 2022,89,0,16,Turn-Based-Strategy
Farlanders,$14.99,86.17%,Jan 2023,"6,752",1,251,Turn-Based-Strategy
Lord Ambermaze: Prologue,Free,86.14%,Nov 2024,240,1,501,Turn-Based-Strategy
Dominions 4: Thrones of Ascension,$13.99,86.12%,Dec 2013,"14,113",4,557,Turn-Based-Strategy
Mangui,$5.99,86.09%,Apr 2025,609,0,371,Turn-Based-Strategy
Heroes of Science and Fiction,$24.99,86.08%,Sep 2024,"11,672",23,223,Turn-Based-Strategy
Gordian Quest,$19.99,86.06%,Jun 2022,"33,076",28,"1,913",Turn-Based-Strategy
Clank!,$22.99,86.06%,Oct 2024,"3,568",45,177,Turn-Based-Strategy
Quasimorphosis: Exordium,—,86.06%,Mar 2022,"1,257",0,143,Turn-Based-Strategy
Draft of Darkness,$14.99,86.05%,Aug 2023,"2,287",2,51,Turn-Based-Strategy
吞食天地之乱舞三国,$9.09,86.04%,Jan 2025,174,0,18,Turn-Based-Strategy
Doll Explorer Prologue,Free,86.03%,Jan 2021,781,0,41,Turn-Based-Strategy
Radix Chronicle,$19.99,86.02%,Aug 2025,508,0,34,Turn-Based-Strategy
Ardor,Free,86.02%,May 2022,254,0,205,Turn-Based-Strategy
Journey of Realm: Dawn Dew DemoDemo,Free,86.02%,Dec 2023,—,0,98,Turn-Based-Strategy
Spirit Valley,$11.24,85.97%,Aug 2025,"15,962",45,859,Turn-Based-Strategy
Curious Expedition 2,$19.99,85.96%,Jan 2021,"21,323",18,"3,043",Turn-Based-Strategy
Tower of the Dragon,Free,85.94%,Jul 2024,63,0,10,Turn-Based-Strategy
挂机神话,$1.99,85.93%,Apr 2023,"1,830",15,"1,142",Turn-Based-Strategy
Chess Evolved Online,Free,85.93%,Feb 2021,"1,034",10,141,Turn-Based-Strategy
