Name,Price,Rating,Release,Follows,Online,Peak,Genre
Cthulhu Saves the World,$2.99,88.18%,Jul 2011,"3,582",1,653,JRPG
RPG Maker MVApplication,$11.99,88.15%,Oct 2015,"99,821",740,"2,486",JRPG
Epic Battle Fantasy Collection,$7.99,88.10%,May 2009,"1,572",2,219,JRPG
Voice of Belldona DemoDemo,Free,88.09%,Apr 2023,—,1,28,JRPG
RAIDOU Remastered: The Mystery of the Soulless Army,$34.99,88.08%,Jun 2025,"12,889",84,"3,544",JRPG
Hyperdimension Neptunia U: Action Unleashed,$14.99,88.04%,Mar 2016,"23,585",1,"1,249",JRPG
Utawarerumono: Mask of Deception,$23.99,88.03%,Jan 2020,"10,177",3,370,JRPG
NOeSIS Ⅱ-人间无常「正式版」,$2.99,88.02%,Feb 2023,"1,460",0,17,JRPG
House of Necrosis,$11.99,88.01%,Oct 2025,"4,216",14,295,JRPG
Little Noah: Scion of Paradise,$14.99,88.00%,Jun 2022,"11,348",6,"1,478",JRPG
Digimon Story Cyber Sleuth: Complete Edition,$4.99,87.99%,Oct 2019,"38,476","1,284","3,429",JRPG
羽翼的祈愿 - Feather Of Praying,$1.99,87.91%,Jun 2018,"1,525",1,42,JRPG
Fate/Samurai Remnant,$39.99,87.90%,Sep 2023,"52,371",23,"9,335",JRPG
Supreme Kung Fu,Free,87.90%,Nov 2024,101,4,"2,423",JRPG
A Work of Art,Free,87.88%,Oct 2024,327,0,21,JRPG
Yog-Sothoth's Yard - Official Picture PackageDLC,Free,87.88%,Dec 2023,—,—,—,JRPG
Heroines of Swords & Spells,Free,87.86%,Mar 2020,"1,215",4,63,JRPG
The Brave of Boner and the Demon of Halphas,$13.99,87.83%,Aug 2025,"3,912",7,297,JRPG
Valkyria Chronicles™,$4.99,87.82%,Nov 2014,"72,172",64,"5,039",JRPG
Wanna Make It,$10.99,87.78%,Jun 2021,192,0,380,JRPG
LunarLux,$7.99,87.74%,Sep 2023,"3,366",3,54,JRPG
Rogue Voltage,$15.99,87.73%,May 2024,"4,311",2,218,JRPG
Yes My Lord,$14.99,87.73%,Sep 2022,"1,685",0,73,JRPG
The Legend of Heroes: Trails of Cold Steel IV,$59.99,87.72%,Apr 2021,"14,222",92,"2,758",JRPG
Fate/EXTELLA,$13.99,87.70%,Jul 2017,"56,568",9,"2,946",JRPG
Touhou: Scarlet Curiosity,$4.49,87.68%,Jul 2018,"11,466",2,164,JRPG
Jack Move: I.C.E. Breaker,—,87.68%,May 2022,"3,570",0,332,JRPG
DATE A LIVE: Ren Dystopia,$39.99,87.64%,Sep 2024,"4,575",5,115,JRPG
RPG Maker 2003Application,$1.99,87.63%,Apr 2015,"4,092",48,173,JRPG
ALTDEUS: Beyond Chronos,$29.99,87.63%,Feb 2021,"2,568",0,43,JRPG
Demonschool,$22.49,87.59%,Nov 2025,"11,698",239,449,JRPG
Detective Girl of the Steam City,$14.99,87.59%,Jul 2019,"10,716",0,591,JRPG
Path of the Abyss,$6.99,87.59%,Jun 2025,"4,758",7,445,JRPG
水母之夜,Free,87.56%,Aug 2023,107,0,9,JRPG
Digimon Story Time Stranger,$69.99,87.55%,Oct 2025,"81,375","4,068","84,458",JRPG
Trails in the Sky 1st Chapter,$59.99,87.55%,Sep 2025,"18,962",297,"4,874",JRPG
Dark Deity 2,$17.49,87.55%,Mar 2025,"15,047",69,"1,594",JRPG
Red Line,$9.99,87.54%,Jul 2023,996,0,44,JRPG
Break Wolf,$11.99,87.53%,Mar 2025,511,2,17,JRPG
Ethereal Enigma,$19.99,87.52%,Aug 2020,"2,820",0,155,JRPG
Byakuya Museum,Free,87.51%,May 2023,838,0,97,JRPG
FINAL FANTASY X/X-2 HD Remaster,$11.99,87.50%,May 2016,"105,277",763,"13,263",JRPG
Helen's Mysterious Castle,$1.99,87.50%,Mar 2016,"6,581",0,39,JRPG
夜弦之音 - Echoes of Nocturnal Chords,$1.99,87.50%,Apr 2020,415,0,10,JRPG
FINAL FANTASY XII THE ZODIAC AGE,$19.99,87.49%,Feb 2018,"66,983",481,"8,386",JRPG
Sword and Fairy 4,—,87.49%,Sep 2017,"11,780",28,"1,265",JRPG
Escape from Ever After DemoDemo,Free,87.49%,Oct 2025,—,4,30,JRPG
Evenicle,$29.24,87.48%,Jun 2018,"18,725",20,266,JRPG
The Legend of Heroes: Trails of Cold Steel III,$59.99,87.48%,Mar 2020,"16,366",104,"1,922",JRPG
TRATRITLE,$19.99,87.46%,Jul 2022,"7,467",4,456,JRPG
FINAL FANTASY IV,$11.69,87.44%,Sep 2021,"8,303",69,"3,432",JRPG
勇者与亡灵之都,$6.99,87.40%,Jul 2024,473,2,154,JRPG
FINAL FANTASY TACTICS - The Ivalice Chronicles,$49.99,87.38%,Sep 2025,"40,903",948,"21,010",JRPG
Jimmy and the Pulsating Mass,$14.99,87.38%,Aug 2018,"2,099",2,54,JRPG
Monster Hunter: World,$29.99,87.33%,Aug 2018,"895,534","6,678","334,684",JRPG
Wooden Ocean,$19.99,87.32%,Jun 2020,607,2,49,JRPG
Nexomon: Extinction,$4.99,87.30%,Aug 2020,"13,238",64,"1,359",JRPG
Ova Magica,$24.99,87.30%,Jul 2024,"7,793",10,333,JRPG
One Way Heroics PlusDLC,$6.49,87.27%,Aug 2015,—,—,—,JRPG
Ys: Memories of Celceta,$14.99,87.26%,Jul 2018,"8,394",10,263,JRPG
Kitten's Wardrobe,$0.99,87.26%,Jul 2024,181,0,9,JRPG
Ys VIII: Lacrimosa of DANA,$39.99,87.23%,Apr 2018,"31,611",51,607,JRPG
Maliki : Poison Of The Past,$29.99,87.21%,Apr 2025,"2,788",1,90,JRPG
Weird and Unfortunate Things Are Happening,Free,87.21%,Feb 2023,366,0,29,JRPG
CHORDIOID: First Breath DemoDemo,Free,87.21%,Dec 2024,—,0,19,JRPG
Saki and the Crucible of Debauchery,$8.99,87.20%,Jul 2024,"5,198",4,270,JRPG
8-Bit Adventures 2,$19.99,87.18%,Jan 2023,"3,572",0,64,JRPG
The Nameless: Slay Dragon,$14.39,87.17%,Sep 2024,"9,876",17,"1,433",JRPG
Happiness Double Room,$12.99,87.15%,Sep 2022,"19,795",5,670,JRPG
Touhou Mystia's Izakaya DLC5 Pack - Makai & Lunar CapitalDLC,$2.54,87.12%,Feb 2024,—,—,—,JRPG
NEO: The World Ends with You,$23.99,87.11%,Oct 2022,"9,884",22,258,JRPG
Xuan-Yuan Sword: Dance of the Maple Leaves,$4.99,87.10%,Jan 1995,"1,424",0,74,JRPG
Atelier Meruru ~The Apprentice of Arland~ DX,$13.19,87.08%,Dec 2018,"5,109",5,66,JRPG
Touhou: the Unreachable Oneiroborder. DemoDemo,Free,87.08%,Feb 2025,—,0,42,JRPG
Superdimension Neptune VS Sega Hard Girls,$19.99,87.06%,Jun 2017,"11,351",1,597,JRPG
Franzen,Free,87.05%,Sep 2023,519,0,15,JRPG
CRISIS CORE –FINAL FANTASY VII– REUNION,$19.99,87.03%,Dec 2022,"53,655",134,"9,648",JRPG
KINGDOM HEARTS III + Re Mind (DLC),$29.99,86.97%,Jun 2024,"15,298",299,"1,274",JRPG
Dragon's Dogma: Dark Arisen,$4.79,86.95%,Jan 2016,"200,957",470,"27,368",JRPG
Virgo Versus The Zodiac,$19.99,86.95%,Dec 2019,"6,619",1,112,JRPG
Disgaea 2 PC,$19.99,86.94%,Jan 2017,"18,701",36,918,JRPG
