Name,Price,Rating,Release,Follows,Online,Peak,Genre
Islets Defense,$9.99,85.05%,Jun 2025,856,2,67,City-Builder
Two Point Campus,$29.99,85.04%,Aug 2022,"52,973",363,"7,553",City-Builder
Repterra DemoDemo,Free,85.04%,Aug 2025,—,0,23,City-Builder
Dungeons 4,$32.99,85.03%,Nov 2023,"29,004",181,"4,498",City-Builder
Marble World,$19.99,85.00%,May 2021,"4,349",33,124,City-Builder
Let's Build a Dungeon DemoDemo,Free,84.99%,Dec 2024,—,2,115,City-Builder
Islets Defense DemoDemo,Free,84.98%,Nov 2024,—,0,33,City-Builder
All Will Fall - DemoDemo,Free,84.97%,Mar 2025,—,52,680,City-Builder
Dawn of Man,$24.99,84.83%,Mar 2019,"128,071",525,"23,864",City-Builder
Startopia,$6.99,84.80%,Jun 2001,"6,973",1,182,City-Builder
Farthest Frontier,$27.99,84.78%,Oct 2025,"228,902","3,442","24,910",City-Builder
Unholy Heights,$3.99,84.78%,Aug 2013,"4,606",2,706,City-Builder
Home Wind,Free,84.78%,Mar 2022,"2,779",1,189,City-Builder
Airborne Empire,$29.99,84.74%,Jan 2025,"22,331",14,652,City-Builder
Northgard,$34.99,84.70%,Mar 2018,"328,281","1,926","20,235",City-Builder
Age of Empires IV: Anniversary Edition,$13.99,84.68%,Oct 2021,"300,340","11,771","73,928",City-Builder
The Pyraplex,$8.99,84.60%,Feb 2023,383,0,26,City-Builder
The King is Watching,$14.99,84.58%,Jul 2025,"33,201",494,"17,988",City-Builder
My Little Life,$5.99,84.56%,Jan 2025,"5,921",47,"1,525",City-Builder
All Quiet Roads,$1.99,84.51%,Apr 2022,485,2,65,City-Builder
River Town Factory,$14.99,84.50%,Feb 2024,"10,403",15,"1,126",City-Builder
Ratopia,$22.00,84.45%,May 2025,"36,117",288,"5,772",City-Builder
Pocket City,$2.99,84.45%,Aug 2022,852,3,26,City-Builder
Realm Grinder,Free,84.41%,Jun 2017,"15,914",619,"6,265",City-Builder
Mars Attracts,$24.99,84.41%,Sep 2025,"6,618",4,148,City-Builder
Jumbo Airport Story,$8.99,84.41%,Jun 2023,"1,930",2,531,City-Builder
Tile Town,$9.99,84.40%,Jul 2023,632,1,36,City-Builder
Mega Mall Story 2,$5.75,84.40%,Mar 2023,623,0,67,City-Builder
Celestial Empire,$19.99,84.38%,Sep 2025,"29,663",71,734,City-Builder
Toy Trains,$14.99,84.34%,Jan 2024,662,1,8,City-Builder
Cliff Empire,$14.99,84.32%,Aug 2019,"50,225",21,"3,099",City-Builder
World Cruise Story,$8.99,84.31%,Oct 2022,422,1,32,City-Builder
Islands & Trains,$6.99,84.30%,May 2025,"7,359",9,167,City-Builder
Shiny Ski Resort,$8.99,84.27%,Nov 2022,472,1,55,City-Builder
Pan'orama,$8.39,84.26%,May 2023,"8,337",11,573,City-Builder
Vedelem: The Golden Horde,Free,84.24%,Jun 2021,"6,016",2,195,City-Builder
T-Minus 30,$9.99,84.24%,Aug 2021,"1,684",0,63,City-Builder
Townframe,$4.89,84.20%,Oct 2024,625,1,15,City-Builder
Waterpark Simulator DemoDemo,Free,84.18%,Jun 2025,—,87,587,City-Builder
Dungeon Dreams,$11.99,84.17%,Feb 2019,"1,211",3,40,City-Builder
东方：平野孤鸿 限时建筑外观扩展包（一）DLC,Free,84.16%,Nov 2024,—,—,—,City-Builder
Espresso Tycoon Prologue: Underwater,—,84.11%,Nov 2022,"3,113",0,323,City-Builder
RollerCoaster Tycoon® 3: Complete Edition,$4.99,84.09%,Sep 2020,"11,363",263,532,City-Builder
Diluvian Winds: Prologue,—,84.07%,Sep 2022,"2,058",0,283,City-Builder
"Horticular: Build a Garden, Attract Wildlife",$19.99,84.06%,Jul 2024,"4,584",9,292,City-Builder
Foundation,$23.44,84.05%,Jan 2025,"227,415","1,639","18,448",City-Builder
Diplomacy is Not an Option: Shareware,Free,84.05%,Apr 2025,"1,754",99,766,City-Builder
