Name,Price,Rating,Release,Follows,Online,Peak,Genre
Dungeon Keeper Gold™,$2.49,86.83%,Mar 2024,"2,391",40,378,Action-RPG
Star Fire: Eternal Cycle,$16.99,86.79%,Sep 2025,"4,678",29,"1,740",Action-RPG
WolfQuest: Classic,$29.99,86.78%,Nov 2015,"12,598",5,245,Action-RPG
FINAL FANTASY VII REMAKE INTERGRADE,$19.99,86.74%,Jun 2022,"148,321","1,936","13,803",Action-RPG
HAAK,$17.99,86.73%,Aug 2022,"9,078",8,898,Action-RPG
Children of Morta,$21.99,86.71%,Sep 2019,"99,112",276,"4,381",Action-RPG
Ys SEVEN,$14.99,86.70%,Aug 2017,"8,924",7,283,Action-RPG
Legend of Heroes: Three Kingdoms,$15.99,86.69%,Mar 2025,"30,968",559,"19,153",Action-RPG
Clash: Artifacts of Chaos,$29.99,86.67%,Mar 2023,"9,939",1,148,Action-RPG
Maneater,$39.99,86.66%,May 2021,"61,742",173,"2,861",Action-RPG
BioShock® 2,$19.99,86.64%,Feb 2010,"32,052",15,"4,635",Action-RPG
The Legend of Heroes: Trails through Daybreak,$59.99,86.64%,Mar 2023,"7,958",98,"2,073",Action-RPG
Zwei: The Ilvard Insurrection,$7.99,86.64%,Oct 2017,"6,148",3,92,Action-RPG
Parasitic Evil,$9.99,86.62%,Dec 2023,"9,838",4,389,Action-RPG
Secrets of Grindea,$14.99,86.60%,Feb 2024,"75,963",30,"3,419",Action-RPG
Conquest Dark,$7.49,86.60%,Apr 2025,"16,355",552,"6,605",Action-RPG
Hollow Survivors: Prologue,Free,86.60%,Jul 2024,"1,541",1,451,Action-RPG
Like a Dragon: Pirate Yakuza in Hawaii DemoDemo,Free,86.59%,Feb 2025,—,0,"2,387",Action-RPG
Xanadu Next,$4.49,86.58%,Nov 2016,"6,113",13,149,Action-RPG
Blade of Darkness,$5.99,86.57%,Oct 2021,"8,411",26,590,Action-RPG
Monomyth,$19.99,86.48%,Oct 2024,"17,752",8,252,Action-RPG
Risen,$14.99,86.46%,Oct 2009,"18,554",165,"1,382",Action-RPG
Yakuza 5 Remastered,$19.99,86.45%,Jan 2021,"8,723",174,852,Action-RPG
Wedding Witch,$3.24,86.43%,Nov 2023,"15,533",17,"1,464",Action-RPG
Warframe,Free,86.41%,Mar 2013,"889,232","49,581","189,837",Action-RPG
NieR Replicant™ ver.1.22474487139...,$23.99,86.41%,Apr 2021,"139,570",268,"28,684",Action-RPG
Noobs Want to Live,$4.99,86.39%,Feb 2023,"9,940",7,"8,622",Action-RPG
Eternal Edge+ Prologue,Free,86.36%,May 2022,"3,957",0,572,Action-RPG
Gurumin: A Monstrous Adventure,$9.99,86.29%,Mar 2015,"6,251",1,352,Action-RPG
Vanishing Realms™,$19.99,86.28%,Aug 2019,"16,354",0,149,Action-RPG
Starcom: Nexus,$19.99,86.26%,Dec 2019,"13,423",12,922,Action-RPG
FATE: The Traitor Soul,$7.99,86.16%,Sep 2009,"2,336",11,102,Action-RPG
Halluci-Sabbat of Koishi,$7.99,86.13%,Sep 2024,"3,243",1,81,Action-RPG
Tainted Grail: The Fall of Avalon,$44.99,86.12%,May 2025,"129,825","1,363","25,656",Action-RPG
Dying Light: The Beast,$47.99,86.07%,Sep 2025,"151,123","5,018","121,222",Action-RPG
Overlord II,$4.99,86.04%,Jun 2009,"12,202",48,"1,702",Action-RPG
Borderlands Game of the Year,$9.89,86.03%,Aug 2023,"71,156",125,"23,655",Action-RPG
Tails of Iron,$24.99,86.03%,Sep 2021,"34,269",64,"1,549",Action-RPG
The Shadow of Yidhra,$10.99,85.95%,Mar 2021,"8,610",0,154,Action-RPG
Lost in Random™,$4.49,85.94%,Sep 2021,"21,746",31,508,Action-RPG
Prodigal,$14.99,85.94%,Oct 2020,"2,032",3,29,Action-RPG
God of War Ragnarök,$47.99,85.92%,Sep 2024,"109,728","3,904","35,615",Action-RPG
RoboCop: Rogue City,$39.99,85.88%,Nov 2023,"73,420",297,"4,971",Action-RPG
Where Winds Meet,Free,85.87%,Nov 2025,"105,660","165,206","251,008",Action-RPG
Mount & Blade: With Fire & Sword,$2.49,85.85%,May 2011,"33,728",184,"9,315",Action-RPG
Darksiders Warmastered Edition,$19.99,85.81%,Nov 2016,"20,187",126,"2,904",Action-RPG
Nordic Ashes: Survivors of Ragnarok,$9.99,85.77%,Apr 2024,"13,549",47,"3,992",Action-RPG
Heaven Dust 2,$14.99,85.77%,Jan 2022,"5,722",1,651,Action-RPG
Shape of Dreams,$24.99,85.75%,Sep 2025,"45,605","1,577","45,773",Action-RPG
Kingdoms of Amalur: Reckoning™,—,85.75%,—,"36,291",22,"12,800",Action-RPG
Grim Dawn - Ashes of Malmouth ExpansionDLC,$17.99,85.75%,Oct 2017,—,—,—,Action-RPG
Persona® 5 Strikers,$17.99,85.73%,Feb 2021,"72,797",150,"8,730",Action-RPG
You Will Die Here Tonight,$19.99,85.69%,Oct 2023,"4,769",1,92,Action-RPG
Zompiercer,$19.99,85.67%,Apr 2020,"19,302",100,801,Action-RPG
We Who Are About To Die,$15.39,85.63%,Nov 2022,"57,322",131,"2,266",Action-RPG
Just King,$4.99,85.63%,Dec 2023,"4,918",3,"1,247",Action-RPG
Stories: The Path of Destinies,$14.99,85.58%,Apr 2016,"24,165",2,"81,664",Action-RPG
Dwerve: Prologue,Free,85.57%,Sep 2021,"3,667",1,165,Action-RPG
Ys I & II Chronicles+,$4.49,85.55%,Feb 2013,"9,276",15,544,Action-RPG
BLEACH Brave Souls,Free,85.54%,Aug 2020,"15,873",875,"8,166",Action-RPG
The friends of Ringo Ishikawa,$14.99,85.49%,May 2018,"21,233",17,439,Action-RPG
Tales of Arise,$39.99,85.47%,Sep 2021,"141,928",274,"60,274",Action-RPG
Hob,$3.99,85.45%,Sep 2017,"68,911",19,"1,179",Action-RPG
Zombotron,$14.99,85.44%,Apr 2019,"10,104",8,195,Action-RPG
The Killing Antidote,$29.99,85.42%,Oct 2024,"59,155",590,"3,052",Action-RPG
FINAL FANTASY XIV Online,$19.99,85.39%,Feb 2014,"145,220","15,879","95,150",Action-RPG
Walking Zombie 2,Free,85.36%,Oct 2019,"13,693",90,964,Action-RPG
Half Minute Hero: The Second Coming,$9.99,85.32%,Apr 2014,"4,620",1,248,Action-RPG
Hell is Us,$49.99,85.25%,Sep 2025,"56,759",126,"4,431",Action-RPG
Heroes of Hammerwatch,$3.74,85.22%,Mar 2018,"35,982",130,"2,662",Action-RPG
Klaus Veen's Treason,Free,85.19%,Jan 2023,"2,230",6,226,Action-RPG
Dungeons of Eternity,$29.99,85.16%,Sep 2025,"7,312",48,474,Action-RPG
Army of Ruin,$7.99,85.16%,Jun 2023,"5,977",72,"1,021",Action-RPG
Ys VI: The Ark of Napishtim,$4.99,85.14%,Apr 2015,"11,685",4,222,Action-RPG
Archvale,$7.49,85.14%,Dec 2021,"7,736",14,654,Action-RPG
No Straight Roads: Encore Edition,$24.99,85.13%,Oct 2021,"6,908",5,186,Action-RPG
