Name,Price,Rating,Release,Follows,Online,Peak,Genre
Buggos 2,$19.99,79.67%,Sep 2025,"2,905",38,686,Colony-Sim
pyramida,$2.99,79.66%,Aug 2020,"1,700",4,96,Colony-Sim
虎狼入侵（Monster Sect）- 山门与幻境DLC,$1.99,79.58%,Oct 2024,—,—,—,Colony-Sim
Imperium Romanum Gold Edition,$9.99,79.51%,Oct 2008,"2,119",7,219,Colony-Sim
Cat Colony Crisis,Free,79.50%,Feb 2021,228,0,10,Colony-Sim
Astro Colony,$9.99,79.41%,Nov 2022,"33,166",106,"2,751",Colony-Sim
Hot Springs Story,$8.99,79.39%,Mar 2022,"1,499",5,87,Colony-Sim
Norland,$19.49,79.36%,Jul 2024,"108,612",399,"11,866",Colony-Sim
Mars Attracts DemoDemo,Free,79.34%,Mar 2025,—,0,114,Colony-Sim
Infection Free Zone - Supporter PackDLC,$9.99,79.32%,Oct 2025,—,—,—,Colony-Sim
Worshippers of Cthulhu,$24.99,79.31%,May 2025,"34,964",25,"1,131",Colony-Sim
Marble Age: Remastered,$2.49,79.26%,Nov 2020,"1,409",7,87,Colony-Sim
Anno 1404 - History Edition,$4.49,79.20%,Jun 2020,"15,415",642,"1,177",Colony-Sim
Zoo Park Story,$8.99,79.20%,Oct 2023,808,2,84,Colony-Sim
Noble Fates,$24.99,79.18%,Dec 2021,"26,540",17,"1,139",Colony-Sim
Forest Camp Story,$8.99,79.18%,Nov 2022,"1,280",0,112,Colony-Sim
The Settlers® : Heritage of Kings - History Edition,$5.99,79.07%,Jan 2019,"4,015",60,189,Colony-Sim
LoFi Hotel,$3.99,79.06%,Feb 2023,402,0,6,Colony-Sim
Desktop Colony,$5.99,79.05%,Oct 2025,153,0,20,Colony-Sim
Sky Tale,$5.99,79.04%,Nov 2021,138,0,5,Colony-Sim
otters and stones,$1.99,79.04%,Aug 2025,78,0,9,Colony-Sim
Kingdom Two Crowns: Archon's Royal WardrobeDLC,$2.99,79.04%,Oct 2024,—,—,—,Colony-Sim
Wild Park Manager,$8.99,78.99%,Jun 2023,288,1,19,Colony-Sim
