Name,Price,Rating,Release,Follows,Online,Peak,Genre
Russian Life Simulator,$0.49,86.13%,May 2019,"9,630",23,"2,901",Life-Sim
The Palace on the Hill,$13.48,86.11%,Jun 2024,705,1,8,Life-Sim
BOOK OF HOURS: HOUSE OF LIGHTDLC,$14.99,86.09%,Sep 2024,—,—,—,Life-Sim
Yolk Heroes: A Long Tamago,$7.99,86.06%,May 2024,"3,112",6,544,Life-Sim
Quarantine Zone: The Last Check DemoDemo,Free,86.04%,May 2025,—,181,"17,100",Life-Sim
Static Dread: The Lighthouse,$12.99,86.03%,Aug 2025,"6,511",39,503,Life-Sim
The Sims™ 4,Free,86.02%,Sep 2014,"469,884","27,959","96,328",Life-Sim
Travellers Rest,$17.99,86.02%,Jul 2020,"93,480",672,"5,718",Life-Sim
The Horrorscope: Fatal Awakening,$1.99,86.01%,Aug 2020,172,0,10,Life-Sim
Pixel Cafe,$12.99,85.98%,Nov 2023,"2,159",6,135,Life-Sim
Talk to Strangers,$4.99,85.98%,Apr 2019,827,2,16,Life-Sim
Retail Company Simulator,$11.99,85.94%,Aug 2024,"3,121",10,593,Life-Sim
Bem Feito,$9.99,85.89%,Nov 2023,466,0,8,Life-Sim
Spirit City: Lofi Sessions - Supporter packDLC,$5.39,85.88%,Jun 2024,—,—,—,Life-Sim
Recycling Center Simulator: Prologue,Free,85.84%,Aug 2024,"1,242",11,472,Life-Sim
Man of the House,$19.99,85.82%,Oct 2019,"22,193",20,"1,061",Life-Sim
The Bathhouse | 地獄銭湯 Restored Edition,$7.99,85.82%,Aug 2024,"3,554",7,504,Life-Sim
The Sapling,$17.99,85.81%,Dec 2019,"5,694",32,229,Life-Sim
The Sushi Spinnery,$8.99,85.77%,May 2022,"1,842",6,227,Life-Sim
铁道少女:梦想轨迹 2.0 Railway To Dream,$6.99,85.77%,Apr 2021,"1,267",0,25,Life-Sim
Walk of Life DemoDemo,Free,85.76%,May 2025,—,5,107,Life-Sim
Sunken Engine,$9.99,85.74%,Oct 2025,"3,791",15,283,Life-Sim
Old Market Simulator,$9.99,85.73%,Oct 2024,"11,990",557,"4,538",Life-Sim
Car Dealer Simulator,$19.99,85.62%,May 2025,"16,165",960,"6,172",Life-Sim
Danchi Days DemoDemo,Free,85.62%,Jun 2025,—,0,29,Life-Sim
Dragon Shelter DemoDemo,Free,85.61%,Jun 2025,—,2,114,Life-Sim
Spikair Volleyball,$19.99,85.55%,Feb 2023,"1,445",8,25,Life-Sim
Dino Nest,$4.99,85.55%,Apr 2022,843,1,45,Life-Sim
Clothing Store Simulator,$12.99,85.53%,Jun 2024,"4,909",30,975,Life-Sim
Cat Simulator : Animals on Farm,$3.99,85.52%,Sep 2021,631,1,16,Life-Sim
"Good Pizza, Great Pizza - Cooking Simulator Game",$4.99,85.51%,Jan 2023,"15,132",165,"1,039",Life-Sim
Kurage Life,$10.99,85.48%,Feb 2025,"5,845",5,"1,569",Life-Sim
Creatures Docking Station,Free,85.48%,Mar 2001,826,3,30,Life-Sim
60 Parsecs!,$4.99,85.47%,Sep 2018,"18,206",39,727,Life-Sim
Pocket Academy 3,$8.99,85.45%,Jul 2023,"1,142",3,164,Life-Sim
Walking Simulator,Free,85.43%,Mar 2020,"7,937",2,473,Life-Sim
Console Shop Simulator,$15.99,85.42%,Jul 2025,"1,507",35,232,Life-Sim
Daigaku Gurashi,$4.99,85.42%,Sep 2022,647,4,20,Life-Sim
沉默的蟋蟀,$14.99,85.37%,Jul 2023,"5,092",19,"4,075",Life-Sim
"Yes, Your Grace",$19.99,85.30%,Mar 2020,"40,123",31,"3,337",Life-Sim
Parisian Brasserie Simulator,$13.99,85.27%,Aug 2025,"1,666",35,225,Life-Sim
Choice of Life: Middle Ages,$4.99,85.26%,Nov 2020,"1,956",3,96,Life-Sim
WTF Is Wrong With You?,$1.99,85.26%,Jun 2021,191,0,8,Life-Sim
Convenience Stories,$8.99,85.25%,Jun 2023,"1,431",4,271,Life-Sim
Mall Simulator: Prologue,Free,85.25%,Jul 2025,"1,169",257,348,Life-Sim
Skatehouse,$9.99,85.24%,Aug 2025,648,0,39,Life-Sim
Invasion of The Halloween Fiends,$3.49,85.19%,Oct 2024,190,0,18,Life-Sim
Love n Life: Lucky Teacher,$8.99,85.18%,Jan 2024,"11,339",5,380,Life-Sim
Wrap House Simulator🌯 Prologue,—,85.17%,Apr 2025,"1,918",6,"2,402",Life-Sim
Tabletop Game Shop Simulator,$12.99,85.16%,Nov 2025,"2,958",292,527,Life-Sim
Shinehill,$10.99,85.12%,Sep 2024,"2,348",1,43,Life-Sim
Checkout: Cashier Simulator,$6.99,85.10%,Jan 2025,718,4,59,Life-Sim
