Name,Price,Rating,Release,Follows,Online,Peak,Genre
100 Cats Lost In Japan Find & Color,Free,85.17%,Jul 2025,123,0,16,Education
Farmer's Life,$19.51,85.14%,Oct 2023,"14,485",98,585,Education
Archaica: The Path of Light,$14.99,85.10%,Sep 2017,"3,519",0,72,Education
Two Point Campus,$29.99,85.04%,Aug 2022,"52,973",365,"7,553",Education
GearCity,$19.99,85.04%,Jan 2022,"8,315",17,289,Education
Virtual Circuit Board,$14.99,85.01%,Oct 2023,"6,855",5,61,Education
The Devil's Calculator,$2.99,85.01%,Jan 2019,401,0,34,Education
Marble World,$19.99,85.00%,May 2021,"4,349",33,124,Education
GameMakerApplication,Free,84.99%,May 2022,"4,777",451,521,Education
The Journey - Episode 2: Words of Wisdom,$1.99,84.99%,Jun 2022,131,0,8,Education
Square Logic,$1.64,84.96%,Dec 2023,109,1,8,Education
Taphouse VR,Free,84.95%,Sep 2018,643,0,39,Education
Bio Inc. Redemption,$12.99,84.94%,Mar 2018,"15,958",16,"1,532",Education
CUCCCHI,$7.99,84.91%,Jul 2021,422,0,4,Education
Metamorphabet,$4.99,84.91%,Apr 2015,311,0,10,Education
Velvet 89,Free,84.89%,Oct 2024,293,0,14,Education
Logicats,$1.99,84.89%,May 2023,105,0,4,Education
One Line,$0.99,84.89%,Dec 2021,93,0,21,Education
Retro Gadgets,$19.99,84.84%,Nov 2022,"10,126",4,124,Education
The King's Request: Physiology and Anatomy Revision Game,Free,84.79%,Jun 2018,833,0,18,Education
Palm Cracker,Free,84.78%,Mar 2025,170,0,13,Education
Britannic: Patroness of the Mediterranean,$14.99,84.76%,Jun 2020,"2,809",3,396,Education
Titans of Space PLUS,$9.99,84.74%,Dec 2019,"1,422",0,23,Education
Bug & Seek,$14.99,84.72%,Dec 2023,997,1,26,Education
Powerful Courses,$14.99,84.69%,Mar 2023,"2,959",0,7,Education
Unpetrified: Echoes of Nature,$19.99,84.69%,Nov 2025,"1,009",1,22,Education
